"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","avg_mse"
"grad",4,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest",0.0158538810224339
"FPT",4,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest",0.0148730249728816
"grad",4,5,20000,100,2,"hte","2",1,2,"multi_arm_causal_forest",0.0092442989853664
"FPT",4,5,20000,100,2,"hte","2",1,2,"multi_arm_causal_forest",0.0100678497631065
"grad",4,5,20000,100,3,"hte","2",1,2,"multi_arm_causal_forest",0.0247342721800678
"FPT",4,5,20000,100,3,"hte","2",1,2,"multi_arm_causal_forest",0.0216544058246834
"grad",4,5,20000,100,4,"hte","2",1,2,"multi_arm_causal_forest",0.0147104119204225
"FPT",4,5,20000,100,4,"hte","2",1,2,"multi_arm_causal_forest",0.0155319432432304
"grad",4,5,20000,100,5,"hte","2",1,2,"multi_arm_causal_forest",0.0198377193603816
"FPT",4,5,20000,100,5,"hte","2",1,2,"multi_arm_causal_forest",0.0210538530382307
"grad",4,5,20000,100,6,"hte","2",1,2,"multi_arm_causal_forest",0.0178132975612876
"FPT",4,5,20000,100,6,"hte","2",1,2,"multi_arm_causal_forest",0.0174136264127577
"grad",4,5,20000,100,7,"hte","2",1,2,"multi_arm_causal_forest",0.0167645382210035
"FPT",4,5,20000,100,7,"hte","2",1,2,"multi_arm_causal_forest",0.0171133850167868
"grad",4,5,20000,100,8,"hte","2",1,2,"multi_arm_causal_forest",0.0152356310648244
"FPT",4,5,20000,100,8,"hte","2",1,2,"multi_arm_causal_forest",0.0152026812700519
"grad",4,5,20000,100,9,"hte","2",1,2,"multi_arm_causal_forest",0.00926651529557706
"FPT",4,5,20000,100,9,"hte","2",1,2,"multi_arm_causal_forest",0.00904957233499948
"grad",4,5,20000,100,10,"hte","2",1,2,"multi_arm_causal_forest",0.0234417044016061
"FPT",4,5,20000,100,10,"hte","2",1,2,"multi_arm_causal_forest",0.0233683885382784
"grad",4,5,20000,100,11,"hte","2",1,2,"multi_arm_causal_forest",0.0151280463672067
"FPT",4,5,20000,100,11,"hte","2",1,2,"multi_arm_causal_forest",0.0139888690842776
"grad",4,5,20000,100,12,"hte","2",1,2,"multi_arm_causal_forest",0.0119930396987459
"FPT",4,5,20000,100,12,"hte","2",1,2,"multi_arm_causal_forest",0.0112053832062203
"grad",4,5,20000,100,13,"hte","2",1,2,"multi_arm_causal_forest",0.0218692925126539
"FPT",4,5,20000,100,13,"hte","2",1,2,"multi_arm_causal_forest",0.021620090855601
"grad",4,5,20000,100,14,"hte","2",1,2,"multi_arm_causal_forest",0.0238792768726893
"FPT",4,5,20000,100,14,"hte","2",1,2,"multi_arm_causal_forest",0.0225528992478786
"grad",4,5,20000,100,15,"hte","2",1,2,"multi_arm_causal_forest",0.0196666793267741
"FPT",4,5,20000,100,15,"hte","2",1,2,"multi_arm_causal_forest",0.016798045541773
"grad",4,5,20000,100,16,"hte","2",1,2,"multi_arm_causal_forest",0.0245810539744271
"FPT",4,5,20000,100,16,"hte","2",1,2,"multi_arm_causal_forest",0.0218792538745417
"grad",4,5,20000,100,17,"hte","2",1,2,"multi_arm_causal_forest",0.0153067631977889
"FPT",4,5,20000,100,17,"hte","2",1,2,"multi_arm_causal_forest",0.0145592862190886
"grad",4,5,20000,100,18,"hte","2",1,2,"multi_arm_causal_forest",0.0165149739918705
"FPT",4,5,20000,100,18,"hte","2",1,2,"multi_arm_causal_forest",0.0178929330760645
"grad",4,5,20000,100,19,"hte","2",1,2,"multi_arm_causal_forest",0.0184383748971671
"FPT",4,5,20000,100,19,"hte","2",1,2,"multi_arm_causal_forest",0.0176223890008616
"grad",4,5,20000,100,20,"hte","2",1,2,"multi_arm_causal_forest",0.0175353688478487
"FPT",4,5,20000,100,20,"hte","2",1,2,"multi_arm_causal_forest",0.016963334423843
"grad",4,5,20000,100,21,"hte","2",1,2,"multi_arm_causal_forest",0.019460724499665
"FPT",4,5,20000,100,21,"hte","2",1,2,"multi_arm_causal_forest",0.0177808613426862
"grad",4,5,20000,100,22,"hte","2",1,2,"multi_arm_causal_forest",0.0150267923409649
"FPT",4,5,20000,100,22,"hte","2",1,2,"multi_arm_causal_forest",0.0189282394280159
"grad",4,5,20000,100,23,"hte","2",1,2,"multi_arm_causal_forest",0.0239255508011219
"FPT",4,5,20000,100,23,"hte","2",1,2,"multi_arm_causal_forest",0.024591620444447
"grad",4,5,20000,100,24,"hte","2",1,2,"multi_arm_causal_forest",0.0174099378517861
"FPT",4,5,20000,100,24,"hte","2",1,2,"multi_arm_causal_forest",0.0162069775433266
"grad",4,5,20000,100,25,"hte","2",1,2,"multi_arm_causal_forest",0.0155016817644654
"FPT",4,5,20000,100,25,"hte","2",1,2,"multi_arm_causal_forest",0.0151104905227565
"grad",4,5,20000,100,26,"hte","2",1,2,"multi_arm_causal_forest",0.0211563485020963
"FPT",4,5,20000,100,26,"hte","2",1,2,"multi_arm_causal_forest",0.0182999300145728
"grad",4,5,20000,100,27,"hte","2",1,2,"multi_arm_causal_forest",0.0106145855258137
"FPT",4,5,20000,100,27,"hte","2",1,2,"multi_arm_causal_forest",0.0123100623784079
"grad",4,5,20000,100,28,"hte","2",1,2,"multi_arm_causal_forest",0.0203223265874023
"FPT",4,5,20000,100,28,"hte","2",1,2,"multi_arm_causal_forest",0.0201424766933612
"grad",4,5,20000,100,29,"hte","2",1,2,"multi_arm_causal_forest",0.0225157499289401
"FPT",4,5,20000,100,29,"hte","2",1,2,"multi_arm_causal_forest",0.0215892886343835
"grad",4,5,20000,100,30,"hte","2",1,2,"multi_arm_causal_forest",0.0350799309417916
"FPT",4,5,20000,100,30,"hte","2",1,2,"multi_arm_causal_forest",0.0316499455232408
"grad",4,5,20000,100,31,"hte","2",1,2,"multi_arm_causal_forest",0.0148918763172303
"FPT",4,5,20000,100,31,"hte","2",1,2,"multi_arm_causal_forest",0.0138017284857523
"grad",4,5,20000,100,32,"hte","2",1,2,"multi_arm_causal_forest",0.0220175414794822
"FPT",4,5,20000,100,32,"hte","2",1,2,"multi_arm_causal_forest",0.0211565799468478
"grad",4,5,20000,100,33,"hte","2",1,2,"multi_arm_causal_forest",0.0240839228158649
"FPT",4,5,20000,100,33,"hte","2",1,2,"multi_arm_causal_forest",0.024107936882813
"grad",4,5,20000,100,34,"hte","2",1,2,"multi_arm_causal_forest",0.0269339829789068
"FPT",4,5,20000,100,34,"hte","2",1,2,"multi_arm_causal_forest",0.0277047253587129
"grad",4,5,20000,100,35,"hte","2",1,2,"multi_arm_causal_forest",0.0119127328236615
"FPT",4,5,20000,100,35,"hte","2",1,2,"multi_arm_causal_forest",0.0111544735239314
"grad",4,5,20000,100,36,"hte","2",1,2,"multi_arm_causal_forest",0.0131173197107353
"FPT",4,5,20000,100,36,"hte","2",1,2,"multi_arm_causal_forest",0.0134149971565748
"grad",4,5,20000,100,37,"hte","2",1,2,"multi_arm_causal_forest",0.0165413361523844
"FPT",4,5,20000,100,37,"hte","2",1,2,"multi_arm_causal_forest",0.015354745468692
"grad",4,5,20000,100,38,"hte","2",1,2,"multi_arm_causal_forest",0.0117050988532522
"FPT",4,5,20000,100,38,"hte","2",1,2,"multi_arm_causal_forest",0.0109370622832325
"grad",4,5,20000,100,39,"hte","2",1,2,"multi_arm_causal_forest",0.0171567953098309
"FPT",4,5,20000,100,39,"hte","2",1,2,"multi_arm_causal_forest",0.0147819290006876
"grad",4,5,20000,100,40,"hte","2",1,2,"multi_arm_causal_forest",0.0111719537154569
"FPT",4,5,20000,100,40,"hte","2",1,2,"multi_arm_causal_forest",0.0122519074714384
"grad",4,5,20000,100,41,"hte","2",1,2,"multi_arm_causal_forest",0.0221752424548151
"FPT",4,5,20000,100,41,"hte","2",1,2,"multi_arm_causal_forest",0.0207397363323638
"grad",4,5,20000,100,42,"hte","2",1,2,"multi_arm_causal_forest",0.0169156322081211
"FPT",4,5,20000,100,42,"hte","2",1,2,"multi_arm_causal_forest",0.0154970888770624
"grad",4,5,20000,100,43,"hte","2",1,2,"multi_arm_causal_forest",0.0190862889845985
"FPT",4,5,20000,100,43,"hte","2",1,2,"multi_arm_causal_forest",0.0183276691626614
"grad",4,5,20000,100,44,"hte","2",1,2,"multi_arm_causal_forest",0.01745370503932
"FPT",4,5,20000,100,44,"hte","2",1,2,"multi_arm_causal_forest",0.0152439740624829
"grad",4,5,20000,100,45,"hte","2",1,2,"multi_arm_causal_forest",0.0168416836435582
"FPT",4,5,20000,100,45,"hte","2",1,2,"multi_arm_causal_forest",0.0166486136469969
"grad",4,5,20000,100,46,"hte","2",1,2,"multi_arm_causal_forest",0.010085056621185
"FPT",4,5,20000,100,46,"hte","2",1,2,"multi_arm_causal_forest",0.0101196697952283
"grad",4,5,20000,100,47,"hte","2",1,2,"multi_arm_causal_forest",0.00955548361766322
"FPT",4,5,20000,100,47,"hte","2",1,2,"multi_arm_causal_forest",0.010050736072303
"grad",4,5,20000,100,48,"hte","2",1,2,"multi_arm_causal_forest",0.0137879301232963
"FPT",4,5,20000,100,48,"hte","2",1,2,"multi_arm_causal_forest",0.0140874682167949
"grad",4,5,20000,100,49,"hte","2",1,2,"multi_arm_causal_forest",0.0143687739291525
"FPT",4,5,20000,100,49,"hte","2",1,2,"multi_arm_causal_forest",0.0132036747916698
"grad",4,5,20000,100,50,"hte","2",1,2,"multi_arm_causal_forest",0.017724073264544
"FPT",4,5,20000,100,50,"hte","2",1,2,"multi_arm_causal_forest",0.0166630769214457
